11 1567322503 1.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322504 1.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322505 1.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322506 1.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322507 1.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322508 2.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322509 2.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322510 2.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322511 2.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322512 2.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322513 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322514 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322515 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322516 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322517 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322518 3.200000 -1.000000 -101.000000 0.000000 0.000000
11 1567322519 3.200000 -1.000000 -101.000000 0.000000 0.000000
11 1567322520 3.200000 -1.000000 -101.000000 0.000000 0.000000
11 1567322521 3.200000 -1.000000 -101.000000 0.000000 0.000000
11 1567322522 3.200000 -1.000000 -101.000000 0.000000 0.000000
11 1567322523 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322524 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322525 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322526 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322527 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322528 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322529 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322530 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322531 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322532 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322533 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322534 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322535 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322536 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322537 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322538 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322539 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322540 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322541 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322542 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1567322543 4.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322544 4.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322545 4.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322546 4.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322547 4.600000 -1.000000 -101.000000 0.000000 0.000000
11 1567322548 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322549 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322550 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322551 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322552 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322553 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322554 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322555 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322556 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322557 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322558 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322559 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322560 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322561 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322562 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322563 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322564 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322565 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322566 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322567 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322568 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322569 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322570 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322571 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322572 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322573 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322574 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322575 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322576 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322577 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322578 4.000000 -1.000000 -101.000000 0.000000 0.000000
11 1567322579 4.000000 -1.000000 -101.000000 0.000000 0.000000
